50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,0.9244,,,,,,,,,,,,,021708dd-da23-4c85-bac5-d7119729fef9,3229,,,"[51.8, 32.3]",69296,63,,,,-0.76927054,,Right Foot,,,"[58.1, 26.2]",,Ground Pass,,8.769264,,,,,Andrés Iniesta Luján,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,131,Barcelona,217,"['00606c73-2000-4693-b76f-f817abad7284', '26a694f7-19ce-45f8-bd9b-4bfce0814b08']",19,,,,,,,,,,,,,,,Barcelona,217,00:18:19.779,Pass,True,51.8,32.3,58.1,26.2,5,3,5,2,0.014846,0.014291,-0.0005549999999999999,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.6969,,,,,,,,,,,,,90a74b2f-cebc-467d-915c-9a9fc270f74b,3232,,,"[58.1, 26.2]",69296,63,,,,1.0318943,,Right Foot,,,"[63.9, 35.9]",,Ground Pass,,11.30177,,,,,Lionel Andrés Messi Cuccittini,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,131,Barcelona,217,['e5f6bcdf-db58-4afc-b26c-db3ac56bfbc8'],20,,,,,,,,,,,,,,,Barcelona,217,00:18:20.744,Pass,,58.1,26.2,63.9,35.9,5,2,6,3,0.014291,0.016895,0.0026040000000000004,0.0026040000000000004,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.293845,,,,,,,,,,,,,dd181283-025c-4810-a4bc-d9f2c097e81d,3235,,,"[65.0, 36.1]",69296,63,,,,-0.30913293,,Left Foot,,,"[84.1, 30.0]",,Ground Pass,,20.050436,,,Incomplete,,David Villa Sánchez,,,,Through Ball,True,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,131,Barcelona,217,"['4e54195f-2d47-414e-8941-37289fa1e6cc', '85b8cc02-619b-436a-8538-c75affb2ac5c']",22,,,,,,,,,,,,,,,Barcelona,217,00:18:22.336,Pass,,65.0,36.1,84.1,30.0,6,3,8,2,0.016895,0.024122,0.007227000000000001,0.007227000000000001,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.636631,,,,,,,,,,,,,7437bc5e-f88e-4efa-8fa3-f10fa6c1bc04,3239,,,"[33.1, 60.0]",69296,63,,,,0.3533702,,Right Foot,,,"[45.3, 64.5]",,Ground Pass,,13.003461,,,,,Jorge López Marco,,,,,,,2,Regular Play,Mohamed Adama Sarr,26757.0,Right Center Back,132,Hércules,1218,['21932556-c280-4539-89e1-efda4c25412d'],24,,,,,,,,,,,,,,,Hércules,1218,00:18:24.873,Pass,,33.1,60.0,45.3,64.5,3,5,4,6,0.011105,0.012147,0.0010419999999999995,0.0010419999999999995,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.688585,,,,,,,,,,,,,9d78c784-8dbf-40f3-a943-3ae55990b816,3243,,,"[45.1, 63.4]",69296,63,,,,2.2273781,,Left Foot,,,"[36.7, 74.3]",,Ground Pass,,13.761177,,,,,David Cortés Caballero,,,,,,,2,Regular Play,Jorge López Marco,26744.0,Right Wing,132,Hércules,1218,"['dce464a2-1029-4c12-8dd7-1ca15d9b2c76', 'ea5e6e3e-1380-43ed-8f12-242b3b05b01d']",25,,,,,,,,,,,,,,,Hércules,1218,00:18:25.825,Pass,True,45.1,63.4,36.7,74.3,4,6,3,7,0.012147,0.009777,-0.0023700000000000006,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.371055,,,,,,,,,,,,,af89f44c-547d-4d0a-8657-88866455d3fe,3246,,,"[42.8, 76.9]",69296,63,,,,-0.38760406,,Head,,,"[64.6, 68.0]",,High Pass,,23.546762,,,,,Nelson Antonio Haedo Valdez,,,,,,,2,Regular Play,David Cortés Caballero,25994.0,Right Back,132,Hércules,1218,"['51699bf9-e2a8-49ed-9b44-18264f4fee5f', 'fc44e976-52d3-4ada-ae02-99b2f3109c47']",29,,,,,,,,,,,,,,,Hércules,1218,00:18:29.048,Pass,True,42.8,76.9,64.6,68.0,4,7,6,6,0.011263,0.016118,0.004855,0.004855,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.4699,,,,,,,,,,,,,66539b23-3e24-4e40-b141-357184c174b5,3250,,,"[57.0, 10.7]",69296,63,,,,1.1372149,,Left Foot,,,"[59.5, 16.1]",,Low Pass,,5.95063,,,,,Sergio Busquets i Burgos,,,,,,Recovery,2,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,133,Barcelona,217,['d18d3e93-61d7-4159-ac0c-14fefebb848c'],31,,,,,,,,,,,,,,,Barcelona,217,00:18:31.137,Pass,,57.0,10.7,59.5,16.1,5,0,5,1,0.012483,0.013845,0.0013620000000000004,0.0013620000000000004,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.3946,,,,,,,,,,,,,8995c58d-2972-4d38-b961-1cd87fef18ce,3252,,,"[59.5, 16.1]",69296,63,,,,2.6546934,,Right Foot,,,"[45.9, 23.3]",,Ground Pass,,15.388308,,,,,Eric-Sylvain Bilal Abidal,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,133,Barcelona,217,['0382a0d6-adad-4eb4-bfee-4436122465ab'],31,,,,,,,,,,,,,,,Barcelona,217,00:18:31.607,Pass,,59.5,16.1,45.9,23.3,5,1,4,2,0.013845,0.012692,-0.0011529999999999995,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.010901,,,,,,,,,,,,,a4f40bb5-a9eb-471f-a7d7-70f86663110a,3255,,,"[45.9, 23.3]",69296,63,,,,0.31403863,,Left Foot,,,"[57.6, 27.1]",,Ground Pass,,12.301626,,,,,Xavier Hernández Creus,,,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,133,Barcelona,217,['fc6167b3-9ce0-4b13-b25c-3a6b1ab27f05'],33,,,,,,,,,,,,,,,Barcelona,217,00:18:33.042,Pass,,45.9,23.3,57.6,27.1,4,2,5,2,0.012692,0.014291,0.0015989999999999997,0.0015989999999999997,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.142172,,,,,,,,,,,,,d01ffd24-d69e-4e9d-915a-dea9e014d277,3259,,,"[57.0, 26.4]",69296,63,,,,-2.9241552,,Right Foot,,,"[48.4, 24.5]",,Ground Pass,,8.807384,,,,,Eric-Sylvain Bilal Abidal,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,133,Barcelona,217,['dbb81433-b23f-4c34-a136-0acd260c4437'],35,,,,,,,,,,,,,,,Barcelona,217,00:18:35.288,Pass,,57.0,26.4,48.4,24.5,5,2,4,2,0.014291,0.012692,-0.0015989999999999997,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.1674,,,,,,,,,,,,,9b9554dd-45e0-4584-9ac8-119004f8abce,3262,,,"[48.4, 24.5]",69296,63,,,,0.9256478,,Left Foot,,,"[55.7, 34.2]",,Ground Pass,,12.140017,,,,,Xavier Hernández Creus,,,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,133,Barcelona,217,['08a16130-a947-427e-9eb2-63083d42b403'],38,,,,,,,,,,,,,,,Barcelona,217,00:18:38.033,Pass,,48.4,24.5,55.7,34.2,4,2,5,3,0.012692,0.014846,0.0021539999999999997,0.0021539999999999997,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.1583,,,,,,,,,,,,,94d3b470-0b1b-448a-9c60-9d48b46060f2,3265,,,"[57.0, 27.9]",69296,63,,,,-0.98279375,,Right Foot,,,"[65.8, 14.7]",,Ground Pass,,15.864426,,,,,Andrés Iniesta Luján,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,133,Barcelona,217,['432ea7d9-f248-4e79-ad3f-20ac7ba2aa37'],40,,,,,,,,,,,,,,,Barcelona,217,00:18:40.593,Pass,,57.0,27.9,65.8,14.7,5,2,6,1,0.014291,0.016118,0.0018270000000000005,0.0018270000000000005,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.197681,,,,,,,,,,,,,0142f447-82d5-443d-ab6f-0d4bc336ddab,3268,,,"[65.8, 14.7]",69296,63,,,,-0.904331,,Right Foot,,,"[72.8, 5.8]",,Ground Pass,,11.322986,,,,,Maxwell Scherrer Cabelino Andrade,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,133,Barcelona,217,['cd6f92e5-349e-4734-a87c-18979c46ba1b'],42,,,,,,,,,,,,,,,Barcelona,217,00:18:42.113,Pass,,65.8,14.7,72.8,5.8,6,1,7,0,0.016118,0.017451,0.0013330000000000009,0.0013330000000000009,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.882113,,,,,,,,,,,,,4125f64e-e890-42d1-990d-d43679aa7bd8,3271,,,"[72.8, 5.8]",69296,63,,,,2.5447667,,Left Foot,,,"[65.0, 11.1]",,Ground Pass,,9.43027,,,,,Andrés Iniesta Luján,,,,,,,2,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,133,Barcelona,217,['2f990796-1773-4340-b9ec-42848e4b1d54'],43,,,,,,,,,,,,,,,Barcelona,217,00:18:43.607,Pass,,72.8,5.8,65.0,11.1,7,0,6,1,0.017451,0.016118,-0.0013330000000000009,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.905816,,,,,,,,,,,,,c30a7a42-4ba8-400c-b7e3-ed2bb7d4111b,3274,,,"[66.3, 16.1]",69296,63,,,,-0.20795855,,Right Foot,,,"[77.2, 13.8]",,Ground Pass,,11.1400175,,,,,Maxwell Scherrer Cabelino Andrade,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,133,Barcelona,217,['59aca99c-3b2d-4f0f-a95a-efd117ced415'],46,,,,,,,,,,,,,,,Barcelona,217,00:18:46.794,Pass,,66.3,16.1,77.2,13.8,6,1,7,1,0.016118,0.018703,0.0025850000000000005,0.0025850000000000005,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.076512,,,,,,,,,,,,,8eae2bb5-8dd6-4cac-aa0e-b8aa8ab868b6,3277,,,"[77.2, 13.8]",69296,63,,,,1.0798118,,Left Foot,,,"[82.6, 23.9]",,Ground Pass,,11.452948,,,,,Xavier Hernández Creus,,,,,,,2,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,133,Barcelona,217,['88228839-b230-4d51-9b1f-7d9776f4ed22'],48,,,,,,,,,,,,,,,Barcelona,217,00:18:48.125,Pass,,77.2,13.8,82.6,23.9,7,1,8,2,0.018703,0.024122,0.005419,0.005419,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.077806,,,,,,,,,,,,,5e35697c-9818-4a54-9c61-348278e856d6,3283,,,"[85.2, 29.2]",69296,63,,,,-0.48312566,,Right Foot,,,"[91.3, 26.0]",,Ground Pass,,6.8883963,,,,,Lionel Andrés Messi Cuccittini,,,,,,Recovery,2,Regular Play,David Villa Sánchez,12737.0,Left Wing,133,Barcelona,217,"['97151092-afe2-4e3d-bcef-3c38340f53c2', '9adff3f1-d3f3-40eb-be00-b0e13594b74b']",50,,,,,,,,,,,,,,,Barcelona,217,00:18:50.898,Pass,True,85.2,29.2,91.3,26.0,8,2,9,2,0.024122,0.028552,0.00443,0.00443,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.7669,,,,,,,,,,,,,7d7e54cc-f797-4a67-9484-3a32d39e93b5,3287,,,"[91.5, 28.9]",69296,63,,,,1.5034825,,Left Foot,,,"[92.1, 37.8]",,Ground Pass,,8.920202,,,,,David Villa Sánchez,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,133,Barcelona,217,['91f3de0d-e74c-4e6e-86d0-8371c251d13d'],52,,,,,,,,,,,,,,,Barcelona,217,00:18:52.056,Pass,,91.5,28.9,92.1,37.8,9,2,9,3,0.028552,0.035113,0.006560999999999997,0.006560999999999997,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,3.4448,,,,,,,,,,,,,293cf1bd-51cf-4766-a15e-2acc572680d2,3294,,,"[13.6, 35.2]",69296,64,,,,0.16133709,,Right Foot,,,"[73.2, 44.9]",,High Pass,,60.384186,,,Incomplete,,David Sergio Trézéguet,,,,,,Free Kick,2,From Free Kick,Juan Jesús Calatayud Sánchez,25870.0,Goalkeeper,134,Hércules,1218,"['d947a585-8765-40fd-899b-bd2c2ff868fa', 'f3ff2c02-d833-425e-a6ca-1e42cf6ef1db']",7,,,,,,,,,,,,,,,Hércules,1218,00:19:07.013,Pass,,13.6,35.2,73.2,44.9,1,3,7,4,0.010827,0.019971,0.009144,0.009144,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.944912,,,,,,,,,,,,,a498cdf0-051d-46bf-b828-99e742d20d85,3300,,,"[14.1, 45.5]",69296,64,,,,-0.21406068,,Keeper Arm,,,"[41.7, 39.5]",,Ground Pass,,28.244646,,,,,Sergio Busquets i Burgos,,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,135,Barcelona,217,['30561fe3-160b-4b0e-a9c1-68dfddcbc603'],16,,,,,,,,,,,,,,,Barcelona,217,00:19:16.865,Pass,,14.1,45.5,41.7,39.5,1,4,3,3,0.010827,0.011324,0.0004970000000000009,0.0004970000000000009,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.129002,,,,,,,,,,,,,e8bb8e39-cdfc-434d-a4af-2a50e2fd3bcb,3304,,,"[38.1, 43.2]",69296,64,,,,0.10727885,,Right Foot,,,"[57.6, 45.3]",,Ground Pass,,19.612751,,,,,Xavier Hernández Creus,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,135,Barcelona,217,['eabd4e9d-716c-459c-861c-c83dcac329fc'],20,,,,,,,,,,,,,,,Barcelona,217,00:19:20.348,Pass,,38.1,43.2,57.6,45.3,3,4,5,4,0.011324,0.014846,0.003521999999999999,0.003521999999999999,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.880684,,,,,,,,,,,,,bedff629-c4b8-4fd3-b052-0c9590e14967,3307,,,"[66.0, 39.5]",69296,64,,,,-0.23737425,,Right Foot,,,"[78.4, 36.5]",,Ground Pass,,12.757743,,,,,Lionel Andrés Messi Cuccittini,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,135,Barcelona,217,['2ed1da7d-8d24-4df6-b8ee-10af9fadf225'],23,,,,,,,,,,,,,,,Barcelona,217,00:19:23.936,Pass,,66.0,39.5,78.4,36.5,6,3,7,3,0.016895,0.019971,0.003075999999999999,0.003075999999999999,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.0095,,,,,,,,,,,,,1803e36a-d10c-484c-8ae1-5d615f74f396,3314,,,"[85.4, 37.1]",69296,64,,,,-2.465249,,Right Foot,,,"[77.8, 31.0]",,Ground Pass,,9.745255,,,,,Andrés Iniesta Luján,,,,,,Recovery,2,Regular Play,David Villa Sánchez,12737.0,Left Wing,135,Barcelona,217,"['bc4ea90e-aed5-4753-be7f-c36e995ea719', 'd9fbce7f-6e44-45dc-8adf-14b3213e28ba']",28,,,,,,,,,,,,,,,Barcelona,217,00:19:28.149,Pass,True,85.4,37.1,77.8,31.0,8,3,7,3,0.023851,0.019971,-0.0038800000000000015,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.8265,,,,,,,,,,,,,8a302a3a-0e66-4bd9-a1ca-0d9442d6fd9c,3317,,,"[77.2, 31.0]",69296,64,,,,-0.06241881,,Right Foot,,,"[86.8, 30.4]",,Ground Pass,,9.6187315,,,,,David Villa Sánchez,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,135,Barcelona,217,['87342011-7619-438f-92b8-d34f4df0abfb'],30,,,,,,,,,,,,,,,Barcelona,217,00:19:30.165,Pass,,77.2,31.0,86.8,30.4,7,3,8,2,0.019971,0.024122,0.004151000000000002,0.004151000000000002,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.0306,,,,,,,,,,,,,259c5cff-6e3d-4a89-8b18-9eb86571e5f6,3319,,,"[86.8, 30.4]",69296,64,,,,-2.2960262,,Left Foot,,,"[82.9, 26.0]",,Ground Pass,,5.879626,,,,,Andrés Iniesta Luján,,,,,,,2,Regular Play,David Villa Sánchez,12737.0,Left Wing,135,Barcelona,217,['1e491678-8032-47ab-831c-26b6f8d4a9b0'],30,,,,,,,,,,,,,,,Barcelona,217,00:19:30.992,Pass,,86.8,30.4,82.9,26.0,8,2,8,2,0.024122,0.024122,0.0,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.730066,,,,,,,,,,,,,e0c2eb6c-96cf-4723-bfd6-4dd8172995bf,3322,,,"[82.9, 26.0]",69296,64,,,,-0.96595,,Left Foot,,,"[93.2, 11.1]",,Ground Pass,,18.113531,,,,,Maxwell Scherrer Cabelino Andrade,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,135,Barcelona,217,['2dd20b2c-6d09-47ff-b025-3b91ba89aaca'],32,,,,,,,,,,,,,,,Barcelona,217,00:19:32.062,Pass,,82.9,26.0,93.2,11.1,8,2,9,1,0.024122,0.029533,0.005410999999999999,0.005410999999999999,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.1122,,,,,,,,,,,,,03007bfd-3313-41f1-843d-53d548f15b8b,3326,,,"[93.4, 4.6]",69296,64,,,,2.5748634,,Right Foot,,,"[83.5, 10.9]",,Ground Pass,,11.734565,,,,,Andrés Iniesta Luján,,,,,,,2,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,135,Barcelona,217,"['a981e2b6-dad8-45b4-9560-b2a3bd9c1c96', 'deb0a82a-fe1a-47eb-880a-f302cea259fa']",34,,,,,,,,,,,,,,,Barcelona,217,00:19:34.478,Pass,True,93.4,4.6,83.5,10.9,9,0,8,1,0.027563,0.024015,-0.003547999999999999,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.3767,,,,,,,,,,,,,34c4ba93-aa6d-4959-9a33-ca212873232f,3330,,,"[87.9, 21.6]",69296,64,,,,1.5707964,,Right Foot,,,"[87.9, 29.2]",,Low Pass,,7.6,,,Incomplete,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,135,Barcelona,217,['64537cda-d976-4aff-97df-f54a48fb3e10'],38,,,,,,,,,,,,,,,Barcelona,217,00:19:38.324,Pass,,87.9,21.6,87.9,29.2,8,2,8,2,0.024122,0.024122,0.0,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.173236,,,,,,,,,,,,,161785dc-476f-4b23-a385-63ceb51b2a76,3335,,,"[45.5, 63.4]",69296,64,,,,0.4595154,,Left Foot,,,"[55.2, 68.2]",,Ground Pass,,10.822661,,,,,Nelson Antonio Haedo Valdez,,,,,,,2,From Counter,Jorge López Marco,26744.0,Right Wing,136,Hércules,1218,"['f1a53ce3-247e-4da3-8931-04533f3eede0', 'f4c24cda-09a6-4150-8602-10e3ce8de1d9']",41,,,,,,,,,,,,,,,Hércules,1218,00:19:41.028,Pass,True,45.5,63.4,55.2,68.2,4,6,5,6,0.012147,0.013845,0.0016979999999999999,0.0016979999999999999,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.7873,,,,,,,,,,,,,d0e0dd13-d704-45b1-84bd-20981fde6a76,3348,,,"[50.1, 24.5]",69296,64,,,,-2.8387077,,Right Foot,,,"[42.1, 22.0]",,Ground Pass,,8.381527,,,,,Eric-Sylvain Bilal Abidal,,,,,,Recovery,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,137,Barcelona,217,"['b3212034-845b-401a-90ff-8aa7179bda06', 'ff93bbc5-bbbf-4f05-bc33-e3bff22201a4']",48,,,,,,,,,,,,,,,Barcelona,217,00:19:48.758,Pass,True,50.1,24.5,42.1,22.0,4,2,3,2,0.012692,0.011105,-0.0015869999999999999,0.0,,,0.0577584,0.0577584,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.7871,,,,,,,,,,,,,7aef2e4d-2e00-434b-95f9-1027bb92e7bb,3350,,,"[42.1, 22.0]",69296,64,,,,-0.5450997,,Left Foot,,,"[51.5, 16.3]",,Ground Pass,,10.993179,,,,,Maxwell Scherrer Cabelino Andrade,,,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,137,Barcelona,217,['72d8130a-f640-4102-91bf-e4c402cb675b'],49,,,,,,,,,,,,,,,Barcelona,217,00:19:49.546,Pass,,42.1,22.0,51.5,16.3,4,2,4,1,0.012692,0.012147,-0.0005450000000000003,0.0,,,0.0577584,0.0577584,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.463853,,,,,,,,,,,,,75a74ca1-e1f6-47a6-a0c5-f5464e06d1df,3353,,,"[51.5, 16.3]",69296,64,,,,-1.9483265,,Right Foot,,,"[49.2, 10.5]",,Ground Pass,,6.239391,,,,,Sergio Busquets i Burgos,,,,,,,2,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,137,Barcelona,217,['8e798d66-ec0e-4b85-aceb-ef18d6ea5f4f'],50,,,,,,,,,,,,,,,Barcelona,217,00:19:50.367,Pass,,51.5,16.3,49.2,10.5,5,1,4,0,0.013845,0.011263,-0.0025819999999999992,0.0,,,0.0577584,0.0577584,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.455567,,,,,,,,,,,,,8ed75e1d-d1cc-427f-a25d-dc5ae00b6912,3356,,,"[56.6, 17.6]",69296,64,,,,2.2498016,,Right Foot,,,"[52.0, 23.3]",,Ground Pass,,7.324616,,,,,Xavier Hernández Creus,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,137,Barcelona,217,['45bafdfb-799e-4b3f-b651-ca1225cdd95d'],54,,,,,,,,,,,,,,,Barcelona,217,00:19:54.099,Pass,,56.6,17.6,52.0,23.3,5,1,4,2,0.013845,0.012692,-0.0011529999999999995,0.0,,,0.0577584,0.0577584,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.368934,,,,,,,,,,,,,2a6e5c15-a9fd-40d1-85a6-e43f6b460e75,3360,,,"[71.3, 17.2]",69296,64,,,,-0.68964666,,Right Foot,,,"[81.0, 9.2]",,Ground Pass,,12.573384,,,,,Andrés Iniesta Luján,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,137,Barcelona,217,"['e59070da-f4b8-4b9a-8490-43e9af837ddc', 'f3a7e0c3-c089-4e25-b896-24921342c8be']",59,,,,,,,,,,,,,,,Barcelona,217,00:19:59.372,Pass,True,71.3,17.2,81.0,9.2,7,1,7,0,0.018703,0.017451,-0.0012519999999999996,0.0,,,0.0577584,0.0577584,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,2.194859,,,,,,,,,,,,,4a90a10c-f936-44a7-82ac-bc528253a6d4,3363,,,"[81.0, 9.6]",69296,65,,,,1.6606942,,Right Foot,,,"[77.8, 45.1]",,Ground Pass,,35.643932,,,,,Lionel Andrés Messi Cuccittini,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,137,Barcelona,217,['05d307c7-b967-4c88-bbac-a7e294e726ab'],2,,,,,,,,,,,,,,,Barcelona,217,00:20:02.192,Pass,,81.0,9.6,77.8,45.1,8,0,7,4,0.021221,0.019971,-0.0012500000000000011,0.0,,,0.0577584,0.0577584,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
