bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,0.6485,,,,,,,,,,,,,c8e209b4-6130-45d3-87c7-dd556bd391b0,3695,,"[69.5, 15.3]",69283,81,,,,,-0.42976227,,Right Foot,,,,"[71.9, 14.2]",,Ground Pass,,2.6400757,,,,Ibrahim Afellay,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,167,Barcelona,217,['c2c04438-78b6-43c0-aaf8-234c7bff3612'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:36:35.113,Pass,,69.5,15.3,71.9,14.2,6,1,7,1,0.016118,0.018703,0.0025850000000000005,0.0025850000000000005,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.7179,,,,,,,,,,,,,caafb5af-f3f4-4159-8177-70e6e41f167f,3698,,"[71.9, 14.2]",69283,81,,,,,2.4521947,,Right Foot,,,,"[64.5, 20.3]",,Ground Pass,,9.590099,,,,Sergio Busquets i Burgos,,,,,,,2,From Throw In,Ibrahim Afellay,4891.0,Left Wing,167,Barcelona,217,['df683151-83be-4d13-9aa7-d34aac29be60'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:36:35.801,Pass,,71.9,14.2,64.5,20.3,7,1,6,2,0.018703,0.016856,-0.0018470000000000014,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.7812,,,,,,,,,,,,,37c077e9-6816-44c2-b8c6-4f0ae9dbe451,3700,,"[64.5, 20.3]",69283,81,,,,,-0.6998929,,Right Foot,,,,"[68.3, 17.1]",,Ground Pass,,4.967897,,,,Ibrahim Afellay,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,167,Barcelona,217,['9a612f69-cae1-4278-85cd-a2fcf74f21e7'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:36:36.519,Pass,,64.5,20.3,68.3,17.1,6,2,6,1,0.016856,0.016118,-0.0007379999999999991,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,3.004511,,,,,,,,,,,,,a1208e3d-379c-4c78-bdd3-89ac58f9ab08,3703,,"[64.5, 18.9]",69283,81,,,,,1.4628068,,Right Foot,,,,"[70.3, 72.4]",,High Pass,,53.813473,,,,Adriano Correia Claro,,,True,,,,2,From Throw In,Ibrahim Afellay,4891.0,Left Wing,167,Barcelona,217,['589937f7-24cc-46c3-a948-886241151ce2'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:36:40.039,Pass,,64.5,18.9,70.3,72.4,6,1,7,7,0.016118,0.017451,0.0013330000000000009,0.0013330000000000009,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,2.085267,,,,,,,,,,,,,5383d417-1f70-4b7b-a365-f367f6017eb2,3706,,"[70.3, 72.4]",69283,81,,,,,-2.5188084,,Right Foot,,,,"[55.4, 61.7]",,Low Pass,,18.343937,,,,Gerard Piqué Bernabéu,,,,,,,2,From Throw In,Adriano Correia Claro,22102.0,Right Back,167,Barcelona,217,['c1637612-d0f4-4b9a-b20e-2409e4e64307'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:36:43.244,Pass,,70.3,72.4,55.4,61.7,6,7,5,6,0.014736,0.013845,-0.0008910000000000012,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.321177,,,,,,,,,,,,,2ca31659-5781-42f6-a3fa-f493c4f882ae,3709,,"[61.1, 61.5]",69283,81,,,,,-1.1354431,,Right Foot,,,,"[69.1, 44.3]",,Ground Pass,,18.96945,,,,Seydou Kéita,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,167,Barcelona,217,['434e1d25-8fa5-4b53-8657-3cf79c605afd'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:36:46.970,Pass,,61.1,61.5,69.1,44.3,6,6,6,4,0.016118,0.016895,0.0007769999999999999,0.0007769999999999999,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.403106,,,,,,,,,,,,,b1d396b7-0be5-41af-bdd5-25aa3fe5d653,3713,,"[68.3, 45.5]",69283,81,,,,,-2.9125245,,Left Foot,,,,"[49.0, 41.0]",,Ground Pass,,19.817669,,,,Eric-Sylvain Bilal Abidal,,,,,,,2,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,167,Barcelona,217,"['5d159160-8971-45a1-be91-93f34b237f00', 'd57df7f7-73db-4511-93a5-0ae1414e76e0']",50,,,,,,,,,,,,,,,,,Barcelona,217,00:36:50.398,Pass,True,68.3,45.5,49.0,41.0,6,4,4,4,0.016895,0.012626,-0.004269,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.9149,,,,,,,,,,,,,90ee1f8f-8eed-4ad5-996e-3e62096f784f,3716,,"[48.9, 40.8]",69283,81,,,,,0.5404195,,Left Foot,,,,"[56.4, 45.3]",,Ground Pass,,8.746428,,,,Seydou Kéita,,,,,,,2,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,167,Barcelona,217,['ece67cd6-4f32-4066-9881-39080ea61023'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:36:53.394,Pass,,48.9,40.8,56.4,45.3,4,4,5,4,0.012626,0.014846,0.0022199999999999998,0.0022199999999999998,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.2908,,,,,,,,,,,,,ff4e7fa7-053c-40e3-ae41-8c94661168d5,3719,,"[56.4, 45.3]",69283,81,,,,,1.9474003,,Left Foot,,,,"[49.4, 63.0]",,Ground Pass,,19.033916,,,,Gerard Piqué Bernabéu,,,,,,,2,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,167,Barcelona,217,['75af007e-bb80-459f-b450-4bb767668dad'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:36:54.389,Pass,,56.4,45.3,49.4,63.0,5,4,4,6,0.014846,0.012147,-0.002699,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.787613,,,,,,,,,,,,,c59f9620-8e7b-4276-8f43-26423cb941c5,3722,,"[49.4, 63.0]",69283,81,,,,,-1.2565644,,Right Foot,,,,"[54.6, 47.0]",,Ground Pass,,16.823793,,,,Seydou Kéita,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,167,Barcelona,217,['24decbb3-b31e-410e-8ed7-9a0b67b7b963'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:36:57.876,Pass,,49.4,63.0,54.6,47.0,4,6,5,4,0.012147,0.014846,0.002699,0.002699,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.3456,,,,,,,,,,,,,d9b51398-29c0-4d7f-81d0-a5bc77edc68a,3725,,"[54.6, 47.0]",69283,81,,,,,-1.7995265,,Left Foot,,,,"[50.2, 28.1]",,Ground Pass,,19.40541,,,,Eric-Sylvain Bilal Abidal,,,,,,,2,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,167,Barcelona,217,['464b98b6-ba28-4533-a1f9-0e0ea6bac2af'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:36:59.241,Pass,,54.6,47.0,50.2,28.1,5,4,4,2,0.014846,0.012692,-0.0021539999999999997,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.085078,,,,,,,,,,,,,9259b871-4acd-41c2-9d10-dc1452534fbf,3729,,"[51.9, 30.5]",69283,82,,,,,-0.107468165,,Left Foot,,,,"[76.0, 27.9]",,High Pass,,24.239843,,Incomplete,,,,,,,,,2,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,167,Barcelona,217,"['dec0aca8-67f9-4e1d-b276-b413baafa11e', 'e364f9bc-a67f-4329-a535-7be5c2acdcc9']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:37:00.667,Pass,True,51.9,30.5,76.0,27.9,5,3,7,2,0.014846,0.019351,0.004505,0.004505,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.765805,,,,,,,,,,,,,cbdcb1a1-7019-4926-bf68-72eda6e20c7d,3732,,"[45.4, 53.8]",69283,82,,,,,0.2761595,,Right Foot,,,,"[70.1, 60.8]",,Low Pass,,25.672749,,,,Akihiro Ienaga,,,,,,,2,Regular Play,Pablo Cendrós López,26737.0,Right Back,168,Mallorca,1043,['9022ebbb-ce10-4faf-be98-3cc40d3c5d73'],2,,,,,,,,,,,,,,,,,Mallorca,1043,00:37:02.955,Pass,,45.4,53.8,70.1,60.8,4,5,7,6,0.012692,0.018703,0.006011000000000001,0.006011000000000001,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.192941,,,,,,,,,,,,,87d256c2-81cb-47f5-afb3-8024db117db9,3735,,"[72.0, 78.5]",69283,82,,,,,-2.106216,,Left Foot,,,,"[61.5, 60.8]",,Ground Pass,,20.580088,,,,Jose Luis Martí Soler,,,,,,,2,Regular Play,Akihiro Ienaga,26735.0,Left Wing,168,Mallorca,1043,['d7c99b5a-9509-4ebf-9788-2550b322dcb9'],9,,,,,,,,,,,,,,,,,Mallorca,1043,00:37:09.831,Pass,,72.0,78.5,61.5,60.8,7,7,6,6,0.017451,0.016118,-0.0013330000000000009,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,2.232937,,,,,,,,,,,,,8caa6d4d-11e6-4009-a879-ed6530c23521,3737,,"[61.5, 60.8]",69283,82,,,,,1.9440477,,Right Foot,,,,"[55.9, 75.1]",,Ground Pass,,15.357409,,,,Pablo Cendrós López,,,,,,,2,Regular Play,Jose Luis Martí Soler,25948.0,Left Center Midfield,168,Mallorca,1043,['cfd52f92-97b5-4e9c-ae7a-67891775fdd0'],11,,,,,,,,,,,,,,,,,Mallorca,1043,00:37:11.025,Pass,,61.5,60.8,55.9,75.1,6,6,5,7,0.016118,0.012483,-0.003635000000000001,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.896758,,,,,,,,,,,,,1a9192bd-b4e5-4da8-a846-601ec4f82e34,3739,,"[55.9, 75.1]",69283,82,,,,,-0.07520039,,Right Foot,,,,"[70.5, 74.0]",,Ground Pass,,14.641379,,,,Emilio Nsue López,,,,,,,2,Regular Play,Pablo Cendrós López,26737.0,Right Back,168,Mallorca,1043,['b07bfff2-03af-4e59-a523-1d671b0aa9f7'],13,,,,,,,,,,,,,,,,,Mallorca,1043,00:37:13.258,Pass,,55.9,75.1,70.5,74.0,5,7,7,7,0.012483,0.017451,0.004968000000000002,0.004968000000000002,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.3367,,,,,,,,,,,,,f44eca02-8c59-4aaf-bbcc-9c6de26b72e4,3749,,"[74.2, 76.3]",69283,82,,,,,-0.7818894,,Right Foot,,,,"[102.8, 47.9]",,Low Pass,,40.305336,,,,Pierre Achille Webó Kouamo,,,,,,Free Kick,2,From Free Kick,Pablo Cendrós López,26737.0,Right Back,169,Mallorca,1043,['fef36414-8411-4949-8480-c3c42c6f8226'],44,,,,,,,,,,,,,,,,,Mallorca,1043,00:37:44.452,Pass,,74.2,76.3,102.8,47.9,7,7,10,4,0.017451,0.108051,0.09059999999999999,0.09059999999999999,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.4753,,,,,,,,,,,,,68a94f70-120a-43f1-9a29-735f73fb7694,3755,,"[26.9, 30.2]",69283,82,,,,,0.06307412,,Right Foot,,,,"[45.9, 31.4]",,Ground Pass,,19.037857,,,,Andrés Iniesta Luján,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,170,Barcelona,217,['0deb02e8-a542-4669-b684-09934fc978be'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:37:50.514,Pass,,26.9,30.2,45.9,31.4,2,3,4,3,0.010165,0.012626,0.0024609999999999996,0.0024609999999999996,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.685,,,,,,,,,,,,,2eac96a6-70f9-4337-ae4c-931271bcc27d,3758,,"[55.6, 30.5]",69283,82,,,,,-0.82537687,,Right Foot,,,,"[71.2, 13.6]",,Ground Pass,,22.999348,,,,Lionel Andrés Messi Cuccittini,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,170,Barcelona,217,['e911251e-0ce8-4ba3-8677-3005ae1eafb7'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:37:52.783,Pass,,55.6,30.5,71.2,13.6,5,3,7,1,0.014846,0.018703,0.003857000000000001,0.003857000000000001,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,4.621348,,,,,,,,,,,,,a85d4fa6-6614-4408-82e9-d330ab7ca631,3761,,"[77.6, 15.0]",69283,82,,,,,0.93226206,,Left Foot,,,,"[113.6, 63.5]",,Ground Pass,,60.400745,,,,Bojan Krkíc Pérez,,,True,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,170,Barcelona,217,['09549e63-cd85-47fe-a72c-09c08266fae9'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:37:56.034,Pass,,77.6,15.0,113.6,63.5,7,1,11,6,0.018703,0.046477,0.027773999999999997,0.027773999999999997,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.1821,,,,,,,,,,,,,1ed86d8e-2f78-475d-b2ef-f71ed0bec001,3772,,"[110.9, 75.9]",69283,84,,True,,,2.598403,,Left Foot,,,,"[105.6, 79.1]",,Ground Pass,,6.1911225,,,,Seydou Kéita,,,,,,Free Kick,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,171,Barcelona,217,['f56254db-401e-482d-8664-3c20349abbcf'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:39:06.946,Pass,,110.9,75.9,105.6,79.1,11,7,10,7,0.037926,0.034851,-0.0030750000000000013,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.185968,,,,,,,,,,,,,880b9ed5-223f-4765-95d4-8d008a8e56c2,3774,,"[105.5, 77.5]",69283,84,,,,,-0.35621965,,Left Foot,,,,"[109.8, 75.9]",,Ground Pass,,4.588028,,,,Lionel Andrés Messi Cuccittini,,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Right Center Midfield,171,Barcelona,217,['2afbcc45-bb94-43e8-a9b9-862d6fce9bd9'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:39:08.234,Pass,,105.5,77.5,109.8,75.9,10,7,11,7,0.034851,0.037926,0.0030750000000000013,0.0030750000000000013,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.39428,,,,,,,,,,,,,7a77037d-1291-47dd-adbc-649774f51924,3777,,"[109.3, 78.1]",69283,84,,,,,-2.7666378,,Left Foot,,,,"[84.4, 68.3]",,Ground Pass,,26.759111,,,,Adriano Correia Claro,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,171,Barcelona,217,['c45e29d7-7f0a-47e2-8965-b93ed80c9362'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:39:09.933,Pass,,109.3,78.1,84.4,68.3,10,7,8,6,0.034851,0.024015,-0.010835999999999998,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.6412,,,,,,,,,,,,,6c11824b-98d1-4c1c-b345-c8d404c8ea45,3780,,"[80.6, 66.3]",69283,84,,,,,-2.0653481,,Left Foot,,,,"[64.8, 37.0]",,Ground Pass,,33.288586,,,,Eric-Sylvain Bilal Abidal,,,,,,,2,From Free Kick,Adriano Correia Claro,22102.0,Right Back,171,Barcelona,217,['d994e3db-5f58-421d-94fb-15d5c100570e'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:39:12.183,Pass,,80.6,66.3,64.8,37.0,8,6,6,3,0.024015,0.016895,-0.007120000000000001,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.395502,,,,,,,,,,,,,21af1cdf-fccf-48ef-a035-5bb984326ba7,3783,,"[64.7, 37.0]",69283,84,,,,,1.5660794,,Left Foot,,,,"[64.8, 58.2]",,Ground Pass,,21.200235,,,,Adriano Correia Claro,,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,171,Barcelona,217,['c7ce5c74-9f3d-4c49-a5a8-04c35f9b1543'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:39:15.285,Pass,,64.7,37.0,64.8,58.2,6,3,6,5,0.016895,0.016856,-3.900000000000084e-05,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.379046,,,,,,,,,,,,,c61f9716-8d69-4c4c-adaf-20d72d74dcd3,3786,,"[64.8, 58.2]",69283,84,,,,,-1.5055296,,Right Foot,,,,"[65.8, 42.9]",,Ground Pass,,15.332644,,,,Andrés Iniesta Luján,,,,,,,2,From Free Kick,Adriano Correia Claro,22102.0,Right Back,171,Barcelona,217,['d74577bc-f1d1-48c8-8530-c8e0a7e7c9f1'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:39:18.092,Pass,,64.8,58.2,65.8,42.9,6,5,6,4,0.016856,0.016895,3.900000000000084e-05,3.900000000000084e-05,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.8852,,,,,,,,,,,,,14bec4f6-cfd6-4d86-8b9c-11de3b343626,3790,,"[65.2, 42.7]",69283,84,,,,,-1.6041173,,No Touch,,,,"[65.0, 36.7]",,Ground Pass,,6.0033326,True,,,Sergio Busquets i Burgos,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,171,Barcelona,217,"['88a1b0db-da02-4b4a-ad0d-f632f06b3b90', 'bb34d633-7ec4-491d-bb5c-f16c8160afcd']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:39:19.511,Pass,True,65.2,42.7,65.0,36.7,6,4,6,3,0.016895,0.016895,0.0,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.243198,,,,,,,,,,,,,d9a9e263-68e7-40e0-b2bd-e853134e88f6,3793,,"[65.0, 36.7]",69283,84,,,,,-2.7744188,,Right Foot,,,,"[55.9, 33.2]",,Ground Pass,,9.749872,,,,Eric-Sylvain Bilal Abidal,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,171,Barcelona,217,"['88a1b0db-da02-4b4a-ad0d-f632f06b3b90', 'a3144a06-c369-4683-9978-b639b88264fe']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:39:21.536,Pass,True,65.0,36.7,55.9,33.2,6,3,5,3,0.016895,0.014846,-0.0020490000000000005,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.258905,,,,,,,,,,,,,9d48e796-7bee-4506-bf20-e2a0d8e1685a,3797,,"[63.1, 27.3]",69283,84,,,,,0.114677876,,Left Foot,,,,"[82.2, 29.5]",,Ground Pass,,19.226284,,,,Andrés Iniesta Luján,,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,171,Barcelona,217,"['93b70c2a-8b5e-4ea8-96be-97061b241017', 'c770d61f-2580-468b-804c-18089807782e']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:39:23.994,Pass,True,63.1,27.3,82.2,29.5,6,2,8,2,0.016856,0.024122,0.007266000000000002,0.007266000000000002,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.671241,,,,,,,,,,,,,aee57fb8-50ab-4301-aa2d-550b8e86dda3,3801,,"[83.3, 29.2]",69283,84,,,,,-2.3561945,,Right Foot,,,,"[78.5, 24.4]",,Ground Pass,,6.788225,,,,Ibrahim Afellay,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,171,Barcelona,217,"['efc7409d-19bc-4461-967e-5861fd116c4a', 'f633904d-0825-4e57-99db-34e14b15bde1']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:39:25.778,Pass,True,83.3,29.2,78.5,24.4,8,2,7,2,0.024122,0.019351,-0.004771000000000001,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.771107,,,,,,,,,,,,,4dbb17d9-5d13-4ddc-b3cb-03b5b20c1534,3807,,"[41.2, 60.3]",69283,84,,,,,-0.9055069,,Left Foot,,,,"[46.3, 53.8]",,Ground Pass,,8.261961,,,,Jose Luis Martí Soler,,,,,,Recovery,2,Regular Play,Sergio Tejera Rodríguez,24073.0,Center Attacking Midfield,172,Mallorca,1043,['4f79d960-c9cf-4c12-9000-5218a6d5a0ae'],28,,,,,,,,,,,,,,,,,Mallorca,1043,00:39:28.631,Pass,,41.2,60.3,46.3,53.8,4,6,4,5,0.012147,0.012692,0.0005450000000000003,0.0005450000000000003,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.774447,,,,,,,,,,,,,a91f5ce4-dd7c-467b-aab7-00b3fdfb8b22,3810,,"[46.3, 53.8]",69283,84,,,,,0.7751944,,Right Foot,,,,"[56.2, 63.5]",,Ground Pass,,13.860014,,,,Michaël Pereira,,,,,,,2,Regular Play,Jose Luis Martí Soler,25948.0,Left Center Midfield,172,Mallorca,1043,['f79ef51a-d88f-422b-8ba1-23092ebdf8f5'],29,,,,,,,,,,,,,,,,,Mallorca,1043,00:39:29.644,Pass,,46.3,53.8,56.2,63.5,4,5,5,6,0.012692,0.013845,0.0011529999999999995,0.0011529999999999995,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.983997,,,,,,,,,,,,,4fb34344-2f5d-4ddd-93b8-e2e4f705a2ee,3813,,"[51.9, 56.5]",69283,84,,,,,-1.0098141,,Right Foot,,,,"[59.0, 45.2]",,Ground Pass,,13.345411,,,,Emilio Nsue López,,,,,,,2,Regular Play,Michaël Pereira,26671.0,Right Center Midfield,172,Mallorca,1043,['347e0569-155f-4ebd-925d-1f3df7a78d31'],31,,,,,,,,,,,,,,,,,Mallorca,1043,00:39:31.806,Pass,,51.9,56.5,59.0,45.2,5,5,5,4,0.014291,0.014846,0.0005549999999999999,0.0005549999999999999,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.945403,,,,,,,,,,,,,464d58f0-6736-4570-9447-558cdc59e604,3817,,"[58.8, 43.9]",69283,84,,,,,-1.5199926,,Right Foot,,,,"[59.1, 38.0]",,Ground Pass,,5.9076223,,,,Akihiro Ienaga,,,,,,,2,Regular Play,Emilio Nsue López,13581.0,Right Wing,172,Mallorca,1043,['02c8ce78-265a-4f4c-9d59-c3c3f3e0d015'],33,,,,,,,,,,,,,,,,,Mallorca,1043,00:39:33.039,Pass,,58.8,43.9,59.1,38.0,5,4,5,3,0.014846,0.014846,0.0,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.225677,,,,,,,,,,,,,ae9a7947-0018-42df-a127-5042ef4ca61e,3824,,"[74.2, 34.6]",69283,84,,,,,-0.67615736,,Left Foot,,,,"[91.4, 20.8]",,Ground Pass,,22.051758,,,,Michaël Pereira,,,,,,,2,Regular Play,Akihiro Ienaga,26735.0,Left Wing,172,Mallorca,1043,['5b608f09-df20-4b5b-bb22-c6dcbfb9dbf7'],38,,,,,,,,,,,,,,,,,Mallorca,1043,00:39:38.394,Pass,,74.2,34.6,91.4,20.8,7,3,9,2,0.019971,0.028552,0.008581000000000002,0.008581000000000002,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
